20/12/15 08:00,0.002,0.010,0.025,0.007,2.41,0.29,0.009,NNW,2.0,0.008,0.024,0.007,2.10,0.17,0.004,NW ,1.3,0.003,0.011,0.026,0.006,0.006,NNW,1.5,0.002,0.011,0.025,0.008,0.007,WNW,1.2,0.002,0.057,0.034,0.004,2.12,0.12,0.004,NNW,1.6,0.043,0.033,0.007,NW ,0.9,0.065,0.026,0.009,NW ,1.4,0.024,0.023,0.005,WSW,1.2,0.061,0.042,0.005,NNW,1.4
20/12/15 09:00,0.002,0.020,0.025,0.008,2.33,0.31,0.008,NW ,1.4,0.015,0.022,0.011,2.11,0.19,0.006,NW ,1.3,0.003,0.013,0.022,0.010,0.006,NNW,1.9,0.002,0.017,0.024,0.009,0.010, W ,1.7,0.002,0.053,0.035,0.008,2.20,0.17,0.008,NW ,2.0,0.043,0.033,0.007,NW ,0.8,0.046,0.028,0.008,NNW,1.3,0.034,0.027,0.007, W ,1.3,0.052,0.036,0.007,NNW,1.8
20/12/15 10:00,0.002,0.016,0.021,0.013,2.31,0.31,0.007,NNW,1.4,0.013,0.017,0.016,2.08,0.16,0.006, N ,1.0,0.003,0.012,0.020,0.013,0.005,NNW,1.1,0.002,0.017,0.022,0.012,0.007,NNW,0.9,0.002,0.042,0.032,0.011,2.16,0.20,0.008, N ,1.2,0.037,0.031,0.008,NW ,0.5,0.056,0.028,0.010,NNW,1.1,0.026,0.025,0.006,WSW,0.5,0.038,0.030,0.006, N ,1.3
20/12/15 11:00,0.002,0.014,0.018,0.018,2.20,0.28,0.007,SSW,0.7,0.011,0.016,0.020,2.07,0.15,0.003, C ,0.1,0.003,0.008,0.017,0.019,0.007,SW ,1.0,0.002,0.017,0.023,0.013,0.009, W ,0.9,保守中,保守中,保守中,保守中,保守中,保守中,0.008,ESE,1.2,0.034,0.031,0.007,NNW,0.4,0.036,0.026,0.008,ENE,0.7,0.026,0.025,0.009,NE ,0.5,0.028,0.030,0.010,ESE,0.7
20/12/15 12:00,0.002,0.006,0.013,0.024,2.15,0.23,0.003,NNW,2.0,0.006,0.012,0.025,2.05,0.13,0.005,WNW,0.8,0.003,0.005,0.012,0.024,0.004,WNW,0.9,0.002,0.008,0.015,0.023,0.004,WSW,1.5,保守中,保守中,保守中,0.012,保守中,保守中,0.013,ESE,2.4,0.037,0.030,0.007,NW ,0.8,0.032,0.026,0.007,SE ,1.0,0.014,0.019,0.008,WSW,1.6,0.049,0.037,0.014, S ,1.1
20/12/15 13:00,0.003,0.021,0.030,0.014,2.10,0.22,0.009,ESE,3.9,0.008,0.015,0.025,2.03,0.11,0.005, E ,2.8,0.005,0.011,0.021,0.021,0.010,SE ,2.0,0.005,0.022,0.036,0.011,0.018,ENE,1.7,0.003,0.023,0.031,0.013,2.11,0.17,0.009, E ,2.1,0.036,0.040,0.010,ESE,1.1,0.036,0.031,0.013, N ,1.2,0.025,0.037,0.015, W ,0.4,0.035,0.041,0.015,SSE,0.5
20/12/15 14:00,0.004,0.033,0.040,0.008,2.10,0.25,0.012,ESE,1.9,0.018,0.031,0.015,2.09,0.20,0.011, E ,1.8,0.005,0.023,0.035,0.011,0.013,SSE,0.7,0.005,0.046,0.050,0.007,0.019,ENE,1.5,0.003,0.025,0.038,0.011,2.11,0.19,0.013,ENE,2.2,0.050,0.048,0.012,ESE,0.7,0.041,0.040,0.016,NNW,0.9,0.020,0.039,0.014, E ,0.3,0.020,0.040,0.013,ESE,0.5
20/12/15 15:00,0.002,0.021,0.038,0.009,2.19,0.22,0.007,ESE,2.8,0.008,0.025,0.017,2.08,0.16,0.007,NE ,2.1,0.005,0.018,0.035,0.008,0.011,ESE,1.0,0.004,0.045,0.044,0.006,0.013,ENE,1.7,0.002,0.017,0.034,0.013,2.15,0.21,0.009,ENE,2.1,0.038,0.045,0.010,SE ,0.6,0.041,0.041,0.012,NNW,1.6,0.017,0.036,0.013, C ,0.2,保守中,保守中,0.008,ESE,0.5
20/12/15 16:00,0.002,0.008,0.027,0.017,2.08,0.20,0.006,NNE,3.3,0.002,0.015,0.025,2.05,0.13,0.003,NNE,2.0,0.003,0.004,0.018,0.020,0.005,NNE,1.9,0.003,0.017,0.036,0.012,0.008,NE ,2.4,0.002,0.009,0.030,0.016,2.12,0.15,0.010,NNE,2.7,0.017,0.035,0.006,SSE,0.6,0.013,0.026,0.005,NNW,2.6,0.008,0.030,0.007,ENE,0.9,保守中,保守中,0.007,ENE,2.4
20/12/15 17:00,0.002,0.006,0.015,0.024,2.08,0.16,0.004,NNE,4.2,0.001,0.010,0.028,2.02,0.09,0.002, N ,2.9,0.003,0.000,0.008,0.028,0.004, N ,4.1,0.002,0.004,0.018,0.021,0.005,NNE,2.3,0.002,0.006,0.029,0.015,2.03,0.09,0.005, N ,3.1,0.007,0.021,0.003, W ,1.2,0.005,0.016,0.003,NNW,2.6,0.006,0.021,0.005,NE ,1.9,0.006,0.022,0.003, N ,2.2
20/12/15 18:00,0.002,0.003,0.014,0.025,2.05,0.14,0.002, N ,5.2,0.001,0.009,0.028,2.02,0.09,0.002, N ,4.0,0.003,0.000,0.008,0.027,0.003, N ,4.0,0.002,0.002,0.013,0.024,0.005, N ,2.1,0.002,0.005,0.026,0.015,2.05,0.09,0.004, N ,4.3,0.006,0.018,0.003,WNW,1.1,0.004,0.015,0.004,NNW,2.5,0.005,0.015,0.002,NE ,1.5,0.013,0.021,0.003,NNW,2.3
20/12/15 19:00,0.002,0.004,0.012,0.025,2.05,0.13,0.005,NNE,5.3,0.001,0.009,0.027,2.02,0.09,0.003, N ,3.4,0.003,0.000,0.007,0.027,0.003, N ,2.7,0.002,0.001,0.011,0.025,0.005,NNW,2.1,0.001,0.004,0.016,0.022,2.05,0.08,0.003, N ,5.1,0.005,0.016,0.004,NW ,1.2,0.004,0.013,0.002,NNW,2.2,0.003,0.013,0.004,NE ,1.8,0.010,0.015,0.003,NNW,2.2
20/12/15 20:00,0.001,0.002,0.012,0.024,2.06,0.13,0.002, N ,4.5,0.001,0.009,0.026,2.04,0.09,0.002,NNW,4.0,0.003,0.000,0.007,0.027,0.002, N ,4.1,0.002,0.001,0.011,0.024,0.003, N ,1.8,0.002,0.003,0.015,0.023,2.05,0.08,0.005,NNW,4.8,0.005,0.016,0.003,NW ,0.9,0.005,0.012,0.003,NNW,2.6,0.002,0.012,0.003,NE ,2.0,0.018,0.019,0.003,NNW,2.7
20/12/15 21:00,0.002,0.002,0.014,0.022,2.11,0.15,0.003, N ,3.3,0.001,0.012,0.023,2.05,0.10,0.003, N ,1.7,0.003,0.000,0.009,0.025,0.004, N ,2.7,0.002,0.001,0.012,0.023,0.004,NNW,1.6,0.002,0.002,0.017,0.020,2.06,0.09,0.002, N ,4.4,0.004,0.016,0.004,WNW,0.8,0.002,0.013,0.005,NNW,2.0,0.003,0.012,0.003,NE ,1.7,0.012,0.021,0.003,NE ,1.6
20/12/15 22:00,0.002,0.002,0.016,0.019,2.14,0.15,0.003, N ,3.1,0.001,0.013,0.022,2.07,0.11,0.002, N ,2.4,0.003,0.000,0.011,0.023,0.002,NNW,2.6,0.002,0.001,0.013,0.022,0.003,NW ,1.2,0.002,0.002,0.016,0.021,2.06,0.08,0.002, N ,5.1,0.004,0.016,0.003,NW ,0.9,0.003,0.018,0.004,NNW,1.4,0.003,0.014,0.003,NE ,0.6,0.015,0.023,0.003,NNW,1.2
20/12/15 23:00,0.001,0.001,0.013,0.022,2.11,0.13,0.002, N ,1.9,0.001,0.014,0.021,2.07,0.11,0.002,NNE,1.3,0.003,0.000,0.012,0.022,0.002, N ,0.6,0.002,0.001,0.014,0.020,0.004, N ,1.6,0.001,0.001,0.017,0.020,2.06,0.08,0.002, N ,2.3,0.003,0.015,0.004,NW ,0.6,0.003,0.018,0.004,NW ,1.2,0.002,0.015,0.005,NE ,1.3,0.012,0.023,0.000,NNE,1.6
20/12/16 00:00,0.001,0.001,0.016,0.019,2.27,0.19,0.004,NNW,1.2,0.001,0.013,0.021,2.09,0.11,0.002, N ,1.0,0.003,0.001,0.015,0.018,0.005,NNW,1.1,0.002,0.001,0.011,0.022,0.003, N ,0.7,0.001,0.002,0.018,0.019,2.08,0.08,0.003, N ,2.8,0.006,0.020,0.003,NW ,0.5,0.002,0.015,0.004,NNW,1.0,0.003,0.014,0.003,NNE,0.6,0.012,0.024,0.001,NNW,1.4
20/12/16 01:00,0.002,0.001,0.014,0.019,2.31,0.20,0.002,NNW,1.7,0.001,0.015,0.018,2.08,0.12,0.003,WNW,0.8,0.003,0.001,0.013,0.019,0.002,NNW,0.9,0.002,0.000,0.011,0.021,0.001,NW ,1.0,0.001,0.004,0.023,0.014,2.08,0.08,0.006,NNW,1.5,0.009,0.025,0.005,NW ,0.8,0.002,0.016,0.002,NNW,0.9,0.003,0.013,0.001,NNE,0.5,0.028,0.034,0.002, N ,1.2
20/12/16 02:00,0.001,0.001,0.018,0.015,2.44,0.26,0.002,NNW,2.4,0.001,0.016,0.016,2.09,0.13,0.001,WSW,0.6,0.003,0.001,0.018,0.014,0.004,NNW,1.1,0.002,0.001,0.014,0.018,0.005,WNW,0.9,0.001,0.014,0.031,0.008,2.10,0.11,0.003,NNW,1.9,0.013,0.025,0.004,NW ,0.6,0.004,0.019,0.003,NW ,1.1,0.003,0.016,0.003, N ,0.3,0.027,0.032,0.002, N ,1.0
20/12/16 03:00,0.001,0.001,0.018,0.015,2.32,0.23,0.003,NW ,1.8,0.001,0.016,0.016,2.09,0.14,0.001,NNW,1.6,0.003,0.001,0.019,0.011,0.005,WNW,1.3,0.002,0.001,0.017,0.015,0.003,WNW,1.4,0.001,0.013,0.029,0.009,2.11,0.11,0.002, W ,1.9,0.012,0.026,0.005, C ,0.2,0.015,0.024,0.004,NNW,0.5,0.005,0.019,0.000,NW ,0.5,0.028,0.026,0.003, N ,1.1
20/12/16 04:00,0.002,0.001,0.016,0.017,2.40,0.24,0.002,NNW,2.9,0.000,0.015,0.018,2.07,0.12,0.000,NW ,2.2,0.003,0.000,0.018,0.013,0.004,NNW,2.0,0.002,0.001,0.016,0.017,0.001,WNW,1.2,0.001,0.009,0.025,0.012,2.18,0.11,0.003,NW ,2.1,0.014,0.025,0.003,NW ,0.8,0.004,0.022,0.003,NNW,1.6,0.007,0.018,0.003,WSW,0.9,0.016,0.024,0.003, W ,0.7
20/12/16 05:00,0.001,0.001,0.013,0.022,2.24,0.17,0.001,NNW,4.2,0.000,0.010,0.024,2.04,0.09,0.001,NNW,2.1,0.003,0.000,0.011,0.021,0.002,NNW,2.3,0.002,0.002,0.016,0.019,0.002,WNW,1.6,0.001,0.026,0.031,0.009,2.07,0.07,0.004,NNW,2.6,0.021,0.030,0.003,NW ,1.0,0.003,0.014,0.002,NW ,2.2,0.009,0.017,0.002,NNW,0.6,0.014,0.031,0.002,NW ,0.5
20/12/16 06:00,0.001,0.000,0.011,0.024,2.27,0.19,0.003,NW ,2.7,0.000,0.009,0.025,2.03,0.08,0.003,NW ,2.1,0.003,0.000,0.010,0.023,0.003,NNW,2.2,0.002,0.002,0.018,0.017,0.004, C ,0.3,0.001,0.022,0.035,0.008,2.11,0.08,0.005,SSW,0.5,0.040,0.034,0.005, N ,0.5,0.024,0.031,0.006,NW ,0.8,0.008,0.019,0.002, C ,0.1,0.015,0.030,0.002,SW ,0.7
20/12/16 07:00,0.001,0.002,0.024,0.012,2.31,0.24,0.003, S ,1.0,0.002,0.017,0.018,2.06,0.10,0.002, N ,1.8,0.003,0.003,0.021,0.012,0.005,SE ,0.8,0.002,0.016,0.033,0.004,0.005, C ,0.4,0.002,0.020,0.037,0.007,2.11,0.11,0.006,NE ,1.0,0.027,0.036,0.004, S ,0.3,0.096,0.046,0.008, S ,0.6,0.049,0.037,0.005, C ,0.2,0.132,0.050,0.006, N ,0.7
20/12/16 08:00,0.001,0.011,0.029,0.009,2.37,0.32,0.011, C ,0.4,0.005,0.021,0.015,2.09,0.14,0.002,SSW,0.7,0.003,0.013,0.030,0.006,0.004,SSW,0.6,0.002,0.027,0.034,0.006,0.008,WNW,0.8,0.002,0.029,0.036,0.006,2.09,0.10,0.006,WNW,1.4,0.050,0.040,0.003, C ,0.1,0.091,0.040,0.009,SSE,0.6,0.051,0.037,0.006,WNW,0.6,0.089,0.055,0.004, N ,1.3
20/12/16 09:00,0.002,0.008,0.019,0.019,2.16,0.30,0.005,NW ,0.5,0.010,0.020,0.018,2.10,0.24,0.002,NNW,1.2,0.003,0.008,0.021,0.015,0.003, N ,1.1,0.002,0.024,0.028,0.014,0.006,NW ,0.9,0.002,0.035,0.032,0.012,2.12,0.12,0.004,NNW,1.8,0.029,0.031,0.006,NW ,0.4,0.055,0.030,0.005,NNW,1.0,0.018,0.026,0.006,NE ,0.9,0.030,0.028,0.003,NW ,1.6
20/12/16 10:00,0.002,0.008,0.014,0.024,2.20,0.26,0.004, N ,1.8,0.003,0.008,0.028,2.02,0.08,0.001, W ,1.2,0.003,0.003,0.009,0.026,0.002, N ,1.1,0.002,0.008,0.016,0.022,0.005,NW ,1.2,0.002,0.029,0.026,0.018,2.06,0.09,0.003, N ,1.7,0.019,0.025,0.006,NW ,0.8,0.031,0.020,0.004,NNW,1.2,0.015,0.019,0.006,NE ,1.2,0.021,0.025,0.004,NNW,1.5
20/12/16 11:00,0.002,0.005,0.010,0.027,2.09,0.17,0.003,NNE,1.3,0.004,0.008,0.029,2.01,0.07,0.003, N ,0.5,0.003,0.003,0.008,0.028,0.002, S ,1.5,0.002,0.007,0.015,0.024,0.003,WSW,1.5,0.002,0.019,0.022,0.020,2.09,0.11,0.006,ENE,2.3,0.022,0.029,0.006, E ,0.3,0.023,0.017,0.004,NNW,1.1,0.016,0.017,0.006,WSW,0.8,0.016,0.016,0.005,SSE,0.6
20/12/16 12:00,0.002,0.009,0.015,0.025,2.03,0.14,0.001,SE ,3.0,0.004,0.009,0.029,2.01,0.09,0.005,ESE,1.1,0.003,0.006,0.013,0.026,0.004,SE ,2.0,0.003,0.015,0.026,0.016,0.009,ENE,1.8,0.002,0.019,0.024,0.020,保守中,保守中,0.012,ESE,2.0,0.028,0.032,0.007, S ,0.7,0.029,0.024,0.005, S ,2.0,0.022,0.028,0.007,SW ,0.3,0.069,0.033,0.007,SSE,0.8
20/12/16 13:00,0.002,0.013,0.023,0.020,2.06,0.16,0.007, E ,2.7,0.010,0.020,0.022,2.09,0.14,0.006,SE ,2.4,0.005,0.010,0.024,0.019,0.011,ENE,1.0,0.004,0.013,0.026,0.018,0.012,NE ,2.0,0.002,0.013,0.022,0.023,保守中,保守中,0.004,ENE,2.9,0.022,0.035,0.007,ESE,0.7,0.021,0.029,0.009,NNW,1.5,0.014,0.026,0.009,ENE,1.1,0.052,0.033,0.009,ESE,0.9
20/12/16 14:00,0.003,0.008,0.026,0.017,2.07,0.17,0.006, E ,3.3,0.007,0.024,0.018,2.08,0.14,0.007,NE ,2.0,0.006,0.014,0.028,0.016,0.010,NNW,1.1,0.004,0.030,0.034,0.013,0.007,NE ,2.2,0.002,0.010,0.025,0.020,2.10,0.12,0.007,ENE,2.7,0.015,0.034,0.008,SE ,1.0,0.018,0.029,0.009,NNW,1.5,0.009,0.025,0.008,ENE,1.2,0.006,0.020,0.006,SE ,0.7
20/12/16 15:00,0.002,0.008,0.029,0.015,2.05,0.17,0.005,NE ,3.6,保守中,保守中,0.022,保守中,保守中,保守中,NNE,3.4,0.004,0.006,0.023,0.017,0.006, N ,3.4,0.003,0.037,0.047,0.010,0.011,NNE,2.6,0.003,0.014,0.031,0.015,2.09,0.13,0.007,NNE,3.8,0.013,0.034,0.007,SSE,0.9,0.012,0.026,0.006,NNW,2.3,0.012,0.030,0.008,NE ,1.5,0.005,0.023,0.006, E ,1.5
20/12/16 16:00,0.002,0.008,0.021,0.019,2.06,0.21,0.004,NNE,2.2,保守中,保守中,保守中,保守中,保守中,保守中,NNE,1.6,0.003,0.002,0.013,0.026,0.006, N ,1.9,0.002,0.011,0.027,0.017,0.008,NNW,1.2,0.002,0.010,0.030,0.017,2.05,0.11,0.007, N ,2.7,0.007,0.026,0.006,SW ,0.7,0.009,0.021,0.006,NNW,1.5,0.010,0.026,0.007,NE ,1.2,0.007,0.023,0.005,NNE,1.8
20/12/16 17:00,0.002,0.013,0.024,0.016,2.12,0.18,0.004,NNE,1.7,0.002,0.016,0.021,2.02,0.13,0.005, N ,1.4,0.003,0.001,0.013,0.024,0.006, N ,1.0,0.002,0.004,0.021,0.019,0.005, N ,1.5,0.002,0.012,0.035,0.011,2.05,0.11,0.008, N ,3.3,0.009,0.027,0.006,WNW,0.4,0.007,0.023,0.005,NW ,1.1,0.010,0.026,0.004,NE ,1.4,0.015,0.029,0.004,NNW,1.9
20/12/16 18:00,0.001,0.005,0.026,0.014,2.27,0.27,0.004,NNE,3.4,0.001,0.018,0.020,2.06,0.14,0.004, N ,2.6,0.003,0.001,0.018,0.019,0.004, N ,3.8,0.002,0.004,0.024,0.016,0.009,NNE,1.8,0.002,0.011,0.036,0.009,2.05,0.11,0.005, N ,3.6,0.009,0.027,0.007,WSW,0.8,0.006,0.026,0.005,NNW,1.9,0.009,0.027,0.004,NE ,1.4,0.019,0.033,0.005,NW ,2.3
20/12/16 19:00,0.001,0.003,0.017,0.020,2.07,0.17,0.004,NE ,2.8,0.001,0.014,0.021,2.04,0.13,0.006,NNE,3.1,0.003,0.000,0.012,0.023,0.003,NNE,1.8,0.002,0.002,0.019,0.018,0.005,NNE,1.8,0.002,0.005,0.026,0.013,2.05,0.10,0.005,NNE,3.2,0.006,0.022,0.007,SE ,0.8,0.004,0.018,0.005,NNW,2.4,0.005,0.021,0.005,NE ,1.3,0.011,0.027,0.005,NE ,2.3
20/12/16 20:00,0.001,0.003,0.018,0.019,2.07,0.16,0.003,NE ,2.1,0.001,0.013,0.021,2.05,0.13,0.003, N ,2.0,0.003,0.001,0.013,0.022,0.004, N ,2.0,0.002,0.002,0.019,0.017,0.006,NNE,1.1,0.002,0.003,0.025,0.014,2.06,0.10,0.003, N ,2.8,0.006,0.020,0.007,SSE,0.7,0.006,0.020,0.004,NNW,1.1,0.004,0.021,0.005,NE ,0.8,0.015,0.025,0.003, N ,1.6
20/12/16 21:00,0.001,0.002,0.018,0.018,2.08,0.16,0.003, N ,2.6,0.001,0.016,0.019,2.06,0.14,0.003, N ,1.6,0.003,0.001,0.015,0.019,0.004, N ,2.1,0.002,0.002,0.018,0.017,0.007,NNE,1.5,0.001,0.003,0.025,0.013,2.06,0.10,0.004, N ,2.2,0.006,0.023,0.007,NW ,0.6,0.008,0.023,0.003,NNW,1.9,0.002,0.019,0.005,NNE,1.4,0.018,0.025,0.003,NNW,2.0
20/12/16 22:00,0.001,0.002,0.019,0.016,2.14,0.21,0.006,NNE,3.4,0.001,0.018,0.016,2.07,0.15,0.005,NNE,1.8,0.003,0.001,0.019,0.016,0.007, N ,2.0,0.002,0.001,0.019,0.016,0.007,NNE,1.9,0.002,0.003,0.025,0.012,2.07,0.12,0.006,NNE,3.8,0.006,0.023,0.007,WNW,0.8,0.003,0.021,0.008,NW ,1.5,0.005,0.021,0.005,NE ,1.7,0.013,0.029,0.004,NNE,1.7
20/12/16 23:00,0.001,0.002,0.016,0.018,2.07,0.14,0.006,NNE,2.4,0.001,0.018,0.016,2.08,0.14,0.004, N ,1.4,0.003,0.001,0.018,0.016,0.004,NNW,1.3,0.002,0.001,0.017,0.017,0.006,NE ,1.2,0.002,0.002,0.024,0.013,2.07,0.10,0.005,NNE,2.9,0.005,0.020,0.006,WNW,0.7,0.006,0.024,0.006,NW ,1.0,0.003,0.018,0.005,ENE,0.4,0.019,0.030,0.004,ENE,0.5
20/12/17 00:00,0.001,0.001,0.014,0.020,2.05,0.15,0.004, N ,0.6,0.001,0.016,0.017,2.08,0.14,0.003,NNW,2.3,0.003,0.001,0.018,0.015,0.003, N ,1.8,0.002,0.001,0.015,0.019,0.005,NNE,1.6,0.002,0.002,0.022,0.014,2.06,0.09,0.005, N ,2.6,0.004,0.017,0.004,SE ,0.7,0.003,0.022,0.007,NNW,1.4,0.002,0.016,0.005,ENE,1.2,0.010,0.024,0.004,NNW,1.8
20/12/17 01:00,0.002,0.001,0.014,0.020,2.11,0.15,0.004,NNE,1.9,0.000,0.012,0.020,2.05,0.11,0.003, N ,2.1,0.003,0.000,0.010,0.022,0.004,NNE,2.0,0.002,0.001,0.013,0.020,0.005,NNE,1.5,0.002,0.002,0.023,0.014,2.09,0.09,0.005,NNE,2.9,0.005,0.017,0.004,SW ,0.4,0.005,0.017,0.005,NNW,1.3,0.003,0.015,0.004,NE ,1.0,0.016,0.023,0.005,ENE,1.5
20/12/17 02:00,0.002,0.001,0.013,0.020,2.04,0.13,0.001,NNE,3.3,0.000,0.012,0.020,2.06,0.12,0.004, N ,1.6,0.003,0.000,0.011,0.020,0.005, N ,2.3,0.002,0.001,0.013,0.020,0.006,NNE,1.8,0.002,0.002,0.020,0.016,2.07,0.09,0.003, N ,2.8,0.003,0.015,0.004,NW ,0.6,0.005,0.018,0.004,NNW,1.4,0.002,0.015,0.004,NE ,1.4,0.014,0.023,0.001,NNW,1.7
20/12/17 03:00,0.002,0.002,0.014,0.018,2.14,0.16,0.004, N ,2.5,0.000,0.013,0.018,2.06,0.12,0.005,NNW,2.1,0.003,0.000,0.010,0.020,0.006,NNW,1.9,0.002,0.001,0.013,0.019,0.004, N ,0.7,0.002,0.002,0.021,0.014,2.06,0.09,0.003,NNE,2.2,0.005,0.017,0.005,WNW,0.6,0.003,0.016,0.003,NW ,1.3,0.003,0.014,0.004,ENE,0.8,0.009,0.021,0.001,NNW,1.6
20/12/17 04:00,0.001,0.001,0.016,0.016,2.19,0.18,0.005,NNW,0.7,0.000,0.013,0.018,2.07,0.13,0.004,NNW,2.1,0.003,0.000,0.011,0.019,0.004, N ,1.7,0.002,0.001,0.016,0.015,0.007,WNW,0.7,0.002,0.003,0.024,0.011,2.07,0.09,0.005, N ,2.3,0.010,0.022,0.004,NW ,0.6,0.004,0.017,0.006,NNW,0.9,0.008,0.019,0.004,WSW,0.6,0.021,0.025,0.004,NNW,1.4
20/12/17 05:00,0.001,0.001,0.017,0.014,2.27,0.22,0.003, N ,2.6,0.000,0.015,0.016,2.05,0.13,0.004,NNW,1.3,0.003,0.000,0.011,0.017,0.004,NNW,1.4,0.002,0.002,0.016,0.015,0.006, W ,1.0,0.002,0.015,0.030,0.007,2.07,0.10,0.008,NNW,2.9,0.033,0.027,0.004,NW ,0.6,0.006,0.017,0.006,NW ,1.2,0.013,0.020,0.006, W ,1.0,0.025,0.025,0.002,NW ,0.4
20/12/17 06:00,0.002,0.006,0.024,0.009,2.26,0.21,0.005,NNW,0.8,0.001,0.020,0.011,2.05,0.13,0.004,NW ,0.6,0.003,0.001,0.019,0.011,0.003, N ,1.0,0.002,0.004,0.021,0.012,0.006, C ,0.4,0.002,0.025,0.034,0.005,2.08,0.10,0.006,NNW,2.5,0.028,0.028,0.004,NW ,0.5,0.024,0.023,0.008,NW ,0.8,0.018,0.024,0.005,NE ,0.6,0.052,0.038,0.004, N ,1.1
20/12/17 07:00,0.002,0.005,0.027,0.007,2.35,0.27,0.004, N ,1.2,0.003,0.024,0.008,2.10,0.15,0.004,NNE,1.7,0.003,0.003,0.024,0.006,0.004, N ,0.9,0.002,0.009,0.028,0.007,0.010, N ,0.9,0.002,0.024,0.034,0.005,2.08,0.13,0.004,NNW,3.9,0.022,0.029,0.005,NNW,0.4,0.035,0.030,0.005,NW ,0.9,0.024,0.030,0.004,NE ,0.9,0.080,0.032,0.001,NNW,1.8
20/12/17 08:00,0.002,0.012,0.029,0.007,2.51,0.37,0.011,NW ,1.2,0.007,0.023,0.010,2.09,0.15,0.006,WNW,1.5,0.003,0.008,0.026,0.007,0.005,NNW,1.2,0.002,0.011,0.027,0.009,0.005,WNW,1.5,0.002,0.041,0.035,0.005,2.08,0.12,0.005,NNW,2.5,0.031,0.033,0.003,NW ,0.6,0.047,0.034,0.008,NNW,1.4,0.026,0.029,0.005,NW ,0.7,0.106,0.047,0.004,NNW,1.6
20/12/17 09:00,0.002,0.016,0.024,0.012,2.33,0.29,0.008, N ,3.3,0.011,0.019,0.016,2.09,0.15,0.003, N ,2.5,0.003,0.009,0.019,0.014,0.006, N ,2.7,0.002,0.017,0.024,0.013,0.005,NNW,1.7,0.002,0.050,0.033,0.009,2.09,0.11,0.008, N ,3.4,0.031,0.031,0.004,NW ,0.8,0.032,0.026,0.006,NNW,1.4,0.028,0.026,0.006,NNE,1.4,0.086,0.034,0.006,NNW,2.5
20/12/17 10:00,0.002,0.013,0.018,0.018,2.29,0.27,0.005, N ,2.4,0.009,0.015,0.021,2.06,0.13,0.004,NW ,0.8,0.003,0.006,0.014,0.020,0.002,NNW,1.6,0.002,0.019,0.022,0.015,0.004,NNW,1.3,0.002,0.046,0.030,0.012,2.09,0.15,0.004,NNW,3.0,0.020,0.026,0.004, W ,0.5,0.031,0.020,0.005,NNW,1.5,0.022,0.023,0.007,NE ,1.1,0.049,0.034,0.005,NNW,1.6
20/12/17 11:00,0.002,0.009,0.013,0.023,2.15,0.20,0.002,WNW,1.6,0.005,0.010,0.025,2.03,0.10,0.007,WNW,1.5,0.003,0.004,0.010,0.024,0.001,NNW,1.4,0.002,0.008,0.014,0.022,0.002,NW ,1.1,0.001,0.025,0.022,0.019,保守中,保守中,0.004,NW ,1.3,保守中,保守中,0.002,NW ,0.6,0.027,0.023,0.003, N ,1.0,0.014,0.015,0.004, W ,1.0,0.013,0.016,0.003,NW ,1.3
20/12/17 12:00,0.001,0.003,0.008,0.027,2.17,0.19,0.002,WNW,2.0,0.004,0.008,0.029,2.03,0.09,0.003, N ,2.2,0.003,0.003,0.006,0.029,0.001,NW ,2.3,0.002,0.007,0.012,0.025,0.004,NW ,1.3,0.001,0.018,0.021,0.021,保守中,保守中,0.008,WNW,2.3,保守中,保守中,0.005,NW ,0.7,0.030,0.018,0.003,NNW,1.1,0.016,0.014,0.003,NW ,1.1,0.014,0.014,0.004, S ,2.3
20/12/17 13:00,0.002,0.004,0.008,0.028,2.21,0.27,0.003,WNW,3.5,0.003,0.006,0.031,2.02,0.08,0.001,WNW,2.2,0.003,0.002,0.004,0.031,0.001,WNW,1.8,0.002,0.003,0.008,0.030,0.003,WSW,2.6,0.002,0.012,0.017,0.025,保守中,保守中,0.004,NW ,2.3,0.015,0.023,0.004, N ,0.7,0.013,0.017,0.003,NNW,1.5,0.006,0.010,0.004,WSW,2.0,0.016,0.014,0.005,NNW,1.5
20/12/17 14:00,保守中,保守中,保守中,保守中,保守中,保守中,0.004, W ,1.8,0.002,0.005,0.032,2.01,0.07,0.002,SW ,2.7,0.003,0.002,0.004,0.031,0.002,NW ,1.8,0.002,0.003,0.007,0.031,0.003,WNW,2.1,0.001,0.013,0.017,0.025,2.04,0.09,0.003,NNE,2.0,0.014,0.021,0.005,WNW,0.6,0.016,0.014,0.005,NNW,1.8,0.007,0.009,0.002,WSW,1.3,0.012,0.014,0.003,ENE,1.1
20/12/17 15:00,保守中,保守中,保守中,0.030,2.12,0.18,0.004,SSW,0.7,0.001,0.005,0.033,2.01,0.06,0.003,SW ,1.3,0.003,0.001,0.004,0.032,0.004, S ,1.5,0.002,0.006,0.014,0.026,0.004,SSW,1.2,0.002,0.012,0.018,0.024,2.00,0.10,0.003,WNW,2.2,0.021,0.026,0.003, C ,0.2,0.018,0.018,0.006,NNE,0.6,0.010,0.014,0.008,NNE,0.3,0.008,0.014,0.005,SSE,2.0
