NO.,政治団体の名称,事務所の所在地,座標L(経度),座標B(緯度),座標系,代表者,会計責任者,設立届出日,国会議員関係1,国会議員関係2,資金管理
3053,緑の風,練馬区中村２－１７－１６,139.643023,35.732401,座標系（JGD2011）,横山正二,野澤直明,H29.1.11,,,
3054,緑の党グリーンズジャパン東京都本部,中野区新井２－７－１０,139.665534,35.712301,座標系（JGD2011）,漢人明子,高見沢重公,H26.5.1,,,
3055,緑のハーモニー,狛江市和泉本町１－１－３５,139.578622,35.634323,座標系（JGD2011）,小野寺通,小野寺敬子,H26.10.16,,,
3056,皆川りうこの会“Ｌｅｔ’ｓ”（レッツ）,国分寺市東恋ケ窪６－７－３１,139.469214,35.712597,座標系（JGD2011）,皆川りうこ,五十嵐リカ,H14.12.11,,,
3057,港区しおかぜ会,港区芝浦４－６－１７,139.744574,35.637977,座標系（JGD2011）,小山和良,多胡義昭,H11.8.2,,,有
3058,港区の元気と仲間たち,港区高輪２－１－１３,139.738094,35.639310,座標系（JGD2011）,菊地正彦,高橋浩司,H7.3.23,,,
3059,港区の「福祉」と「文化」を考える会,港区六本木５－１７－１６,139.736434,35.661077,座標系（JGD2011）,池田幸司,池田恭子,H14.10.28,,,
3060,みなと区民会議,港区台場１－３－４,139.779499,35.631378,座標系（JGD2011）,榎本茂,榎本茂,H26.12.22,,,有
3061,港区民と共に歩む会,港区芝公園１－２－２０,139.752460,35.660201,座標系（JGD2011）,小林敬三,吉野博之,H4.6.1,,,
3062,港民主区政をつくる会,港区白金３－４－４,139.728700,35.646366,座標系（JGD2011）,前川雄司,中里潤子,H20.5.12,,,
3063,みなと無所属の会,港区芝浦４－１９－１,139.750448,35.637399,座標系（JGD2011）,門屋俊吾,門屋俊吾,H31.1.28,,,
3064,南かつひこの会,中野区丸山１－２８－２０,139.654905,35.726152,座標系（JGD2011）,南勝彦,杉沢宏明,H18.12.11,,,有
3065,南かつひこを励ます会,中野区丸山１－２８－２０,139.654905,35.726152,座標系（JGD2011）,大泉正彦,杉沢宏明,H18.12.11,,,
3066,南練馬日本共産党後援会,練馬区土支田３－３５－２８,139.610687,35.760581,座標系（JGD2011）,和田定雄,椎名召子,S57.3.16,,,
3067,峰岸茂後援会,西多摩郡檜原村３７２８－６,139.149003,35.726806,座標系（JGD2011）,坂本章壽,大谷正平,H27.1.13,,,
3068,みねぎし弘行を励ます会,日野市高幡１－１,139.411510,35.661682,座標系（JGD2011）,峯岸弘行,井内清治,H17.11.14,,,有
3069,みねぎし良至後援会,葛飾区堀切７－２２－６,139.831396,35.755634,座標系（JGD2011）,峯岸良至,石井澄子,H28.11.17,,,
3070,峯崎拓実後援会,青梅市野上町２－２６７－１３,139.288776,35.793790,座標系（JGD2011）,荒尾武志,浦上雄次,H26.4.25,,,
3071,美濃部弥生後援会,八王子市別所２－４９－２,139.395039,35.612135,座標系（JGD2011）,美濃部弥生,細田建,H22.11.15,,,有
3072,三原智子とあおぞら会議,福生市武蔵野台２－２４－１９,139.328510,35.749012,座標系（JGD2011）,三原智子,大森絵美子,H26.12.11,,,有
3073,宮川美一後援会,北区田端新町２－２４－２,139.766874,35.740587,座標系（JGD2011）,宮川美一,宮川美一,H30.11.28,,,有
3074,三宅しげき太樹会,世田谷区池尻２－２０－１２,139.682127,35.647864,座標系（JGD2011）,井上裕之,鵜殿知夫,H12.5.29,,,
3075,三宅正彦後援会連合会,大島町元町２－２－４,139.355166,34.749464,座標系（JGD2011）,山田武義,山田与志昭,H22.1.4,,,
3076,宮坂俊文後援会,新宿区西落合１－２５－１５,139.680124,35.722258,座標系（JGD2011）,宮坂俊文,宮坂俊文,H6.7.18,,,
3077,宮崎太朗後援会,青梅市東青梅４－８－１,139.278041,35.786167,座標系（JGD2011）,宮崎太朗,宮崎匡功,H27.9.8,,,有
3078,宮崎はるお後援会,練馬区谷原３－２５－１２,139.618748,35.755717,座標系（JGD2011）,宮崎晴雄,鈴木靖雄,H26.9.16,,,有
3079,宮崎文雄後援会,文京区関口１－２３－６,139.730323,35.710308,座標系（JGD2011）,宮崎文雄,宮崎ふさ子,H10.12.17,,,有
3080,宮崎正巳後援会,武蔵村山市岸２－１－６,139.366395,35.763213,座標系（JGD2011）,諸江大,荒畑栄一,H27.2.18,,,
3081,宮澤宏行を育てる会,目黒区八雲２－２５－１２,139.669075,35.616790,座標系（JGD2011）,近藤彰郎,宮沢朴巳江,H23.3.25,,,
3082,宮下じろうと進む会,北区赤羽西４－２３－２,139.717407,35.774954,座標系（JGD2011）,宮下滋郎,宮下明美,H31.1.21,,,
3083,宮下まこと励ます会,小金井市貫井南町４－１８－３,139.496289,35.697071,座標系（JGD2011）,宮下誠,高橋實,H17.4.4,,,有
3084,宮島おさむ後援会,北区滝野川４－３０－５,139.722802,35.751623,座標系（JGD2011）,宮島修,杉本和夫,H19.2.16,,,有
3085,みやせと未来をつくる会,板橋区高島平３－１０－１４,139.653105,35.787171,座標系（JGD2011）,宮瀬英治,白鳥陽太郎,H25.4.19,,,有
3086,みやのとおる励ます会,西多摩郡奥多摩町大丹波１６９－２,139.163769,35.827540,座標系（JGD2011）,宮野亨,河村忠重,H23.8.8,,,有
3087,宮野ゆみこと一緒に未来を奏でる会,文京区関口１－１０－１６,139.732104,35.709227,座標系（JGD2011）,北村佑実子,北村造,H28.9.1,,,有
3088,宮原よしひこ後援会,練馬区豊玉中３－２８－１５,139.653006,35.730759,座標系（JGD2011）,宮原義彦,小林操,H10.12.3,,,有
3089,宮原りえと優しいまちづくりの会,清瀬市松山２－４－２０,139.516223,35.770813,座標系（JGD2011）,宮原理恵,宮原理恵,H22.10.7,,,有
3090,みやびの会,板橋区蓮根１－１４－３,139.675366,35.778702,座標系（JGD2011）,川口雅敏,古谷野正裕,H7.1.19,,,有
3091,宮本かずみ後援会,調布市調布ケ丘３－４－１,139.547400,35.658025,座標系（JGD2011）,宮本和実,宮本仁美,H14.10.23,,,有
3092,宮本聖士後援会,町田市木曽西１－３３－４,139.414745,35.566080,座標系（JGD2011）,垣見龍次,宮本聖士,H17.12.2,,,
3093,宮本伸一後援会,文京区大塚５－３６－１２,139.727702,35.723773,座標系（JGD2011）,宮本伸一,伊東伸介,H30.10.4,,,有
3094,未来あらた,世田谷区桜上水４－１８－２５,139.632119,35.666091,座標系（JGD2011）,松尾美樹,松尾光剛,H26.1.10,,,
3095,未来創造機構,豊島区南大塚２－１１－１０,139.730910,35.725538,座標系（JGD2011）,西根由佳,西根千博,H26.8.12,,,
3096,みらい都市政策会議,港区白金台３－２－３６,139.727463,35.636651,座標系（JGD2011）,矢野健一郎,湯原信一,H31.2.25,,,
3097,未来都市東京を考える会,目黒区目黒本町４－２－１,139.698338,35.622954,座標系（JGD2011）,松井比呂美,前島正秀,S62.2.12,,,有
3098,未来につなげる府中市民の会,府中市本町２－２０－１５,139.476100,35.666007,座標系（JGD2011）,甲田直己,横田玲子,H24.1.6,,,
3099,未来のまちをつくる会・北区,北区岸町１－１０－５,139.734475,35.756526,座標系（JGD2011）,八百川孝,福田実,H31.3.22,,,
3100,未来の三鷹を創る会,三鷹市野崎４－９－１１,139.539397,35.679620,座標系（JGD2011）,半田伸明,半田由香,H18.11.22,,,
3101,未来の三鷹をつくる会,三鷹市下連雀３－９－１２,139.563494,35.698341,座標系（JGD2011）,甲斐陽子,甲斐正康,H31.4.8,,,
3102,未来への責任西東京,西東京市中町５－１１－３５,139.562145,35.738559,座標系（JGD2011）,二木孝之,二木悦子,H30.6.1,,,
3103,未来へはばたく世田谷の会,世田谷区梅丘３－１３－９,139.656548,35.651733,座標系（JGD2011）,池田英夫,宍戸善幸,H27.3.18,,,
3104,未来・みどり・江戸川,江戸川区春江町３－３２－３,139.887621,35.695586,座標系（JGD2011）,神尾昭央,平賀孝治,H26.10.20,,,
3105,未来を創る国分寺市民の会,国分寺市日吉町３－９－３,139.457301,35.704828,座標系（JGD2011）,新井満,米村博夫,H25.3.18,,,
3106,未来を拓く日野市民の会,日野市万願寺２－３－１８,139.423207,35.673324,座標系（JGD2011）,大坪冬彦,和田八郎,H25.3.7,,,
3107,魅力あふれる八王子をつくる会,八王子市尾崎町６８,139.343769,35.680194,座標系（JGD2011）,秋間利久,石森純子,H23.11.15,,,
3108,民間教育推進政治連盟,渋谷区東１－３－２,139.708441,35.657519,座標系（JGD2011）,佐藤剛司,角川博信,H29.3.24,,,
3109,民社協会葛飾支部,葛飾区新宿２－１７－６,139.857106,35.760074,座標系（JGD2011）,鈴木直宏,鈴木直宏,H7.1.20,,,
3110,民主・市民フォーラム,立川市羽衣町１－２４－１１,139.424826,35.694120,座標系（JGD2011）,大石富巳夫,伊藤大輔,R1.11.20,,,
3111,「みんながつくるいいまち立川」,立川市錦町６－２０－１７,139.415464,35.687286,座標系（JGD2011）,山崎省次,鈴木茂,H19.8.20,,,
3112,みんなちがってみんないい妹尾麻里の会,品川区西五反田５－２１－４,139.714640,35.622752,座標系（JGD2011）,妹尾麻里,妹尾麻里,H31.1.17,,,
3113,みんなで革新むさしのをつくる会,武蔵野市西久保２－１５－２７,139.559478,35.709684,座標系（JGD2011）,菊地公子,川島真寿美,H3.3.14,,,
3114,みんなでつくる三鷹,三鷹市下連雀７－１２－１９,139.561799,35.690829,座標系（JGD2011）,土肥二朗,藤沢時雄,H27.4.3,,,
3115,みんなでつくるみんなの東村山市民の会,東村山市萩山町１－７－１８,139.481101,35.739993,座標系（JGD2011）,渡部尚,渡部尚,H19.2.27,,,
3116,みんなでつくろう！新しい清瀬の会,清瀬市下宿３－１３３０,139.544140,35.805022,座標系（JGD2011）,小林喜市,山下文夫,H31.4.11,,,
3117,みんなで作ろうみんなの板橋,板橋区南町４３－４,139.701092,35.741214,座標系（JGD2011）,和田悠,矢部正治,H31.2.28,,,
3118,みんなで日本を良くする会,世田谷区世田谷１－１２－１４,139.652925,35.642296,座標系（JGD2011）,落合貴之,奥田久仁夫,H22.12.10,1・2,衆,有
3119,みんなでみんなのまちづくり,文京区千石４－３５－１６,139.741163,35.728596,座標系（JGD2011）,屋和田珠里,前山厚三,H31.3.11,,,有
3120,みんなの笑顔をつくる会,中野区野方１－６－２,139.658888,35.710075,座標系（JGD2011）,福島里奈,福島健,H31.1.23,,,
3121,みんなの市長をつくる会こがねい,小金井市本町１－６－１７,139.508301,35.699260,座標系（JGD2011）,宮崎久男,木村成道,R1.10.28,,,
3122,みんなの党渋谷,渋谷区桜丘町２７－１,139.699503,35.655747,座標系（JGD2011）,小林崇央,薬袋一久,H31.3.5,,,
3123,みんなの豊島,豊島区池袋本町４－４４－１８,139.716948,35.744502,座標系（JGD2011）,古堺稔人,古堺稔人,H27.3.13,,,
3124,みんなのまち,武蔵野市中町３－８－１,139.565594,35.709997,座標系（JGD2011）,後藤亮,梶山敬之,H30.12.25,,,
3125,民有林振興会,大田区仲池上２－２８－１０,139.699683,35.581503,座標系（JGD2011）,小原文悟,下平敦,H16.12.27,,,
3126,向江すみえ後援会,葛飾区細田４－１２－１０,139.869236,35.745418,座標系（JGD2011）,向江壽美惠,向江慎一,H21.1.22,,,有
3127,無給党,葛飾区柴又４－１５－１２,139.874437,35.753324,座標系（JGD2011）,木村欣司,木村欣司,H25.9.11,,,
3128,向島税理士政治連盟,墨田区東向島２－８－５,139.814662,35.717274,座標系（JGD2011）,吉本俊夫,西田信行,S53.4.27,,,
3129,むさしの応援隊,武蔵野市吉祥寺北町１－３０－２１,139.574453,35.709445,座標系（JGD2011）,大原征治,大原征治,H30.11.20,,,
3130,ムサシノこどもプロジェクト,武蔵野市御殿山１－７－８,139.575038,35.702164,座標系（JGD2011）,蔵野恵美子,蔵野恵美子,H30.10.29,,,
3131,武蔵野市政を立て直す会,武蔵野市中町２－２１－１５,139.565657,35.704505,座標系（JGD2011）,近藤和義,小美濃安弘,H25.8.15,,,
3132,武蔵野市薬剤師連盟,武蔵野市中町３－７－１,139.564261,35.708770,座標系（JGD2011）,小安邦彦,飯川和智,H25.5.29,,,
3133,武蔵野・生活者ネットワーク,武蔵野市中町３－１１－１３,139.567551,35.711164,座標系（JGD2011）,渡部直子,大島登志子,H6.12.21,,,
3134,武蔵野税理士政治連盟,武蔵野市中町１－２３－１７,139.563013,35.703760,座標系（JGD2011）,堤信之,五老慶子,S53.10.30,,,
3135,武蔵野力向上委員会,武蔵野市西久保３－１１－７,139.560773,35.712657,座標系（JGD2011）,小林正能,小林正能,H30.8.14,,,
3136,むさしのＹプロジェクト,武蔵野市吉祥寺北町３－５－３,139.571672,35.710223,座標系（JGD2011）,谷中竜雄,谷中竜雄,H31.1.28,,,
3137,武蔵府中税理士政治連盟,調布市小島町１－３４－１,139.542191,35.653489,座標系（JGD2011）,松山晃,長島理,S53.5.26,,,
3138,武蔵村山あたらしい時代を創る会,武蔵村山市神明３－６２－１,139.404931,35.752853,座標系（JGD2011）,土方清治,藤野英治,H18.2.6,,,
3139,無所属,中央区日本橋浜町１－３－９,139.786194,35.690123,座標系（JGD2011）,山本理恵,山本小夜子,H22.10.12,,,
3140,無所属・改革派で未来志向の政治をつくる会,文京区関口１－１０－１６,139.732104,35.709227,座標系（JGD2011）,北村佑実子,北村造,H28.9.1,,,
3141,無所属・教育立国,中央区月島１－１４－７,139.782050,35.666092,座標系（JGD2011）,山田英久,山田英久,H31.3.27,,,
3142,無所属新人,港区南麻布４－１１－１７,139.728344,35.647723,座標系（JGD2011）,中前由紀,野頭健,H14.3.20,,,
3143,無所属地方議員会,新宿区中落合４－６－１１,139.685736,35.719042,座標系（JGD2011）,榎美奈子,榎民子,H26.5.26,,,
3144,無所属・中央,中央区月島３－３－１３,139.780464,35.664057,座標系（JGD2011）,青木佳乃,青木ゆふ乃,H30.8.29,,,
3145,無所属東京みらい,町田市森野２－２－３７,139.440000,35.547146,座標系（JGD2011）,奥澤高広,齋藤礼伊奈,H31.2.5,,,
3146,無所属成田ちひろとつなぐ三鷹の会,三鷹市下連雀５－８－５,139.569697,35.689258,座標系（JGD2011）,成田千尋,成田千尋,H31.1.9,,,
3147,無所属の会,目黒区鷹番３－８－６,139.685277,35.629323,座標系（JGD2011）,小林学,篠崎俊介,H30.3.2,1,衆,
3148,無所属の会・台東,台東区日本堤１－２３－４,139.800165,35.726672,座標系（JGD2011）,早川太郎,稲垣安宏,H23.1.18,,,
3149,無所属保守ネットワーク,町田市成瀬が丘１－１４－１２,139.475371,35.532524,座標系（JGD2011）,川崎忠夫,川崎忠夫,H21.11.17,,,
3150,無所属！無添加！無農薬！チーム百万馬力武蔵野,武蔵野市吉祥寺東町１－１６－１,139.584326,35.706636,座標系（JGD2011）,原利子,茶木珠美,H25.7.19,,,
3151,無党派市民,世田谷区代田４－２４－１５,139.656788,35.660708,座標系（JGD2011）,木下泰之,田所謙二,H19.1.12,,,
3152,武藤まさひろを励ます会,目黒区八雲４－５－２０,139.672694,35.623052,座標系（JGD2011）,武藤正浩,佐藤博昭,H18.11.9,,,有
3153,武藤政義後援会,福生市志茂６６,139.331126,35.735620,座標系（JGD2011）,武藤政義,武藤和喜,H29.7.28,,,
3154,村上宇一君を支援する会,豊島区池袋本町２－１５－１４,139.712046,35.740908,座標系（JGD2011）,村上宇一,村上正子,H11.4.15,,,有
