"施設名称","施設郵便番号","施設所在地","施設方書","確認日","確認番号"
"スタジオピーノ","107-0062","東京都港区南青山六丁目15番13号","南青山レジデンス204","2023/5/17","5港み生環き第4号"
"ＥＬＡＲＧＩＲ（エラルジール）","107-0062","東京都港区南青山七丁目10番14号","301","2015/7/7","27港み生環き第53号"
"ＣＲＡＮＥ","107-0062","東京都港区南青山七丁目11番6号","高樹町ヒルズ1階","2020/5/7","2港み生環き第27号"
"ＢＬＡＣＫ　ＯＵＴ","107-0062","東京都港区南青山七丁目14番6号",,"1997/7/22","9港赤総衛環き第13号"
"＆ｉｎｃ","106-0047","東京都港区南麻布一丁目4番18号",,"2019/9/25","31港み生環き第113号"
"Ｒｉｍ（リム）","106-0047","東京都港区南麻布一丁目5番8号","スキップフラット402","2012/8/15","24港み生環き第80号"
"Ｍｉｋｕ（ミク）美容室","106-0047","東京都港区南麻布一丁目5番14号","東町マンション 1階","2005/12/21","17港み生環き第118号"
"小川家美容室","106-0047","東京都港区南麻布一丁目6番4号",,"1989/3/31","63港麻総衛環き第51号"
"Ｔｅｒｍｉｎａｌ＃１０（ターミナルジュウバン）","106-0047","東京都港区南麻布一丁目6番5号","グランバリュー麻布十番102","2017/2/15","28港み生環き第174号"
"アトリエ　スミコ","106-0047","東京都港区南麻布一丁目8番23号","ベルザ南麻布 202","1997/6/13","9港麻総衛環き第9号"
"麻布　Ｈａｐｐｙ　Ｓｔｕｄｉｏ","106-0047","東京都港区南麻布一丁目27番20号","カーサ麻布アネックスB101","2020/1/31","31港み生環き第216号"
"Ｄｅａｒ　＆　麻布十番店","106-0047","東京都港区南麻布一丁目27番20号","カーサ麻布アネックス201","2023/3/30","4港み生環き第241号"
"ｓｔｕｄｉｏ　２．０","106-0047","東京都港区南麻布一丁目27番20号","カーサアネックス101","2023/4/17","5港み生環き第3号"
"エクレール美容室","106-0047","東京都港区南麻布二丁目2番3号",,"1993/2/12","4港麻総衛環き第39号"
"アミイ美容院","106-0047","東京都港区南麻布三丁目4番8号","メゾンアミイ 101","1996/4/5","7港麻総衛環き第28号"
"ｕｋａ　広尾店（ウカ）","106-0047","東京都港区南麻布四丁目1番29号","広尾ガーデン 2階","1999/3/26","10港み生環き第127号"
"ネイルミュージアム　ロングル・アージュ","106-0047","東京都港区南麻布四丁目1番29号","広尾ガーデン 4階","1997/4/2","8港麻総衛環き第33号"
"マローゼ美容室","106-0047","東京都港区南麻布四丁目5番2号","ナショナルAZABUスーパーマーケット 3階","2012/8/21","24港み生環き第81号"
"ランディ","106-0047","東京都港区南麻布四丁目5番47号",,"1994/1/26","5港麻総衛環き第27号"
"ベルシュヴー広尾店","106-0047","東京都港区南麻布四丁目5番47号","コンフォート南麻布 2階","2016/11/16","28港み生環き第142号"
"ａｔｅｌｉｅｒ　ｓａｌｏｎ　．ｍ","106-0047","東京都港区南麻布四丁目5番53号",,"2019/6/10","31港み生環き第35号"
"Ａｔｅｌｉｅｒ　ｓａｌｏｎ　．Ｍ　〈アトリエ　サロン　ドットエム〉","106-0047","東京都港区南麻布四丁目5番53号","1階","2021/12/6","3港み生環き第184号"
"ホワイトハウス広尾","106-0047","東京都港区南麻布四丁目5番66号",,"2013/3/15","24港み生環き第180号"
"美容室キサラ","106-0047","東京都港区南麻布四丁目10番22号","麻布マンション101","2021/7/13","3港み生環き第74号"
"ビューティ　スペースＫ","106-0047","東京都港区南麻布四丁目11番27号","オリエンタル南麻布 103号","1993/8/13","5港麻総衛環き第14号"
"真野美容院","106-0047","東京都港区南麻布四丁目12番6号","真野ビル 3階","2003/11/6","15港み生環き第93号"
"ｇｉｒｒａ（ジラ）","106-0047","東京都港区南麻布四丁目13番2号","麻布高橋ビル 1階","2011/10/17","23港み生環き第84号"
"Ｐｒｉｍａ（プリマ）","106-0047","東京都港区南麻布四丁目13番2号","麻布高橋ビル 4階","2016/5/30","28港み生環き第20号"
"ヘアーアンドメイク　モマ","106-0047","東京都港区南麻布四丁目13番4号","ユニテビル 1階","1982/3/11","56港麻保衛環き第36号"
"ふう工房　アトリエ　フウ","106-0047","東京都港区南麻布四丁目13番7号","アコルトビル 2階","1998/6/29","10港み生環き第30号"
"Ｍａｒｉｎｅ　Ｈａｉｒ　Ｓｔｕｄｉｏ（マリーンヘアースタジオ）","106-0047","東京都港区南麻布四丁目14番1号","ロイヤルパレス広尾202","2006/11/17","18港み生環き第101号"
"メイクマリエ","106-0047","東京都港区南麻布五丁目1番28号","タカシマビル 4階","2004/10/27","16港み生環き第85号"
"Ｒｅｖｅｒｉｅｍ（レヴリム）","106-0047","東京都港区南麻布五丁目1番28号","高島ビル501","2014/11/18","26港み生環き第138号"
"Ａｔａ","106-0047","東京都港区南麻布五丁目1番28号","高島ビル2階","2021/4/9","2港み生環き第208号"
"美容室ＳＩＭＯＯＮ","106-0047","東京都港区南麻布五丁目2番35号","石丸マンション202","2020/11/5","2港み生環き第156号"
"ボーテ　アブソリュ","106-0047","東京都港区南麻布五丁目5番7号","有栖川ヒルトップ 2階","2014/7/15","26港み生環き第63号"
"ア・カット・アバーブ","106-0047","東京都港区南麻布五丁目5番7号","ドリームアンザイ 地下1階","1995/11/15","7港麻総衛環き第19号"
"ＭＡＩＳＯＮ　ＣＩＮＱ","106-0047","東京都港区南麻布五丁目5番9号","後藤ハウス105","2022/7/29","4港み生環き第54号"
"ＴＡＥＫＯ－ＮＡＫＡＭＵＲＡ","106-0047","東京都港区南麻布五丁目10番32号","307","2020/9/18","2港み生環き第123号"
"アロハガーデン","106-0047","東京都港区南麻布五丁目14番13号","有栖川ハイツ14号","2018/12/11","30港み生環き第141号"
"サロン・ド・リジュー","106-0047","東京都港区南麻布五丁目15番9号","バルビゾン70番館 2階","2009/10/7","21港み生環き第91号"
"美容室シンゲンジャポン","106-0047","東京都港区南麻布五丁目15番10号",,"1996/5/14","8港麻総衛環き第5号"
"テスカ","106-0047","東京都港区南麻布五丁目15番11号","広尾SEOビル 地下1階","1997/8/1","9港麻総衛環き第15号"
"ヤマダ美容室","106-0047","東京都港区南麻布五丁目15番12号",,"1964/9/1","第7号"
"アクセローズ広尾店","106-0047","東京都港区南麻布五丁目15番16号","ナガツビル 3階","2017/12/27","29港み生環き第183号"
"Ａ　ＧＲＡＮＤ　ＵＮＩＯＮ","106-0047","東京都港区南麻布五丁目15番16号","長津ビル地下1階","2024/1/31","5港み生環き第221号"
"ブライダル事業部　ル・シャトレ","106-0047","東京都港区南麻布五丁目15番20号","フラワーマンション303号室","2016/6/1","28港み生環き第24号"
"Ｓａｌｏｎ　ｄｅ　ＬＵＣＵＬＩＡ（サロン　ド　ルクリア）","106-0047","東京都港区南麻布五丁目15番23号","3階","2015/10/14","27港み生環き第125号"
"ワイエスパーク　広尾店","106-0047","東京都港区南麻布五丁目15番25号","広尾六幸館 1階","2000/4/6","11港み生環き第191号"
"ＳＴ　ｎｅｗ　ｙｏｒｋ　ｓａｌｏｎ（エスティーニューヨークサロン）","106-0047","東京都港区南麻布五丁目16番4号","村松ビル 3階","2018/2/22","29港み生環き第215号"
"メサ","106-0047","東京都港区南麻布五丁目16番6号","コムト広尾ビル 2階","1992/10/30","4港麻総衛環き第31号"
"Ｏｎｅ　ＷＯＲＬＤ　広尾店","106-0047","東京都港区南麻布五丁目16番8号","エルスール広尾2階","2023/6/30","5港み生環き第61号"
"レ．ボー","106-0047","東京都港区南麻布五丁目16番9号","高野ビル 1階","1998/7/15","10港み生環き第44号"
"ｆｉｌｏ（フィーロ）","106-0047","東京都港区南麻布五丁目16番10号","カルチェブラン広尾 3階","2009/1/8","20港み生環き第143号"
"ｂｌｏｍｍａ　ｈａｉｒ　ｄｅｓｉｇｎ　＆　ｃａｒｅ（ブロンマ　ヘアデザイン　アンド　ケア）","106-0047","東京都港区南麻布五丁目16番10号","カルチェブラン 3階","2013/2/12","24港み生環き第163号"
"アンソリット・ボーテ","106-0047","東京都港区南麻布五丁目16番13号","グリーンコア広尾 地下1階","2002/4/30","14港み生環き第13号"
"Ｇ　ＩＮＳＯＬＩＴＥ（ジーアンソリット）","106-0047","東京都港区南麻布五丁目16番13号","グリーンコア広尾 1階","2006/7/4","18港み生環き第52号"
"Ｇアンソリット（ジーアンソリット）","106-0047","東京都港区南麻布五丁目16番13号","グリーンコア広尾 1階","2017/5/30","29港み生環き第29号"
"明治記念館美容室","107-0051","東京都港区元赤坂二丁目2番23号",,"1998/3/10","9港赤総衛環き第48号"
"株式会社ジョイフル恵利　フォトスタジオ　Ｊ　Ｈｅａｒｔ　明治記念館店","107-0051","東京都港区元赤坂二丁目2番23号","明治記念館地下1階","2023/7/3","5港み生環き第46号"
"いずみ美容室","106-0046","東京都港区元麻布一丁目5番8号",,"1971/12/1","第9号"
"ａｌｅｅｚａ（アリーザ）","106-0046","東京都港区元麻布二丁目1番17号","モダンフォルム元麻布ビル 2階","2012/12/5","24港み生環き第129号"
"ｖｉｐ　ｃｒｅａｔｉｖｅ　ｈａｉｒ","106-0046","東京都港区元麻布二丁目1番21号","元麻布YSビル2階","2021/12/13","3港み生環き第193号"
"ビー・ブルー","106-0046","東京都港区元麻布二丁目2番14号","セゾン茂とう 地下1階","1997/4/10","9港麻総衛環き第1号"
"ステュディオ　オランジュ","106-0046","東京都港区元麻布二丁目2番14号",,"1999/5/20","11港み生環き第6号"
"ＢＥＡＵＴＥ　ＣＥＬＥＳＴＥ","106-0046","東京都港区元麻布二丁目8番14号",,"2024/1/19","5港み生環き第214号"
"クヴェレ","106-0046","東京都港区元麻布三丁目1番35号","VORT元麻布1階","2021/8/19","3港み生環き第91号"
"株式会社ｅｉｋａ（エイカ）","106-0046","東京都港区元麻布三丁目4番41号","麻布台ナショナルコート501号室","2017/8/8","29港み生環き第59号"
"ＪｅｔＳｅｔ麻布十番店","106-0046","東京都港区元麻布三丁目10番2号","VENTVERT1階、地下1階","2016/9/8","28港み生環き第89号"
"アライフ","106-0046","東京都港区元麻布三丁目10番8号","山水荘 1階","2015/11/24","27港み生環き第154号"
"ｈａｉｒｓａｌｏｎ　Ｔｅｎ　ｍｏｔｏａｚａｂｕ（ヘアーサロンテンモトアザブ）","106-0046","東京都港区元麻布三丁目10番8号","山水荘 2階","2018/1/26","29港み生環き第196号"
"８０６　ｍａｋｉｙａ","106-0046","東京都港区元麻布三丁目10番8号","山水荘1階","2020/7/31","2港み生環き第98号"
"エステティック＆ヘアー　ＭＡＹＵＭＩ（マユミ）","106-0046","東京都港区元麻布三丁目10番9号","山水ハイム 402","2013/4/15","25港み生環き第5号"
"ル・クレール","106-0046","東京都港区元麻布三丁目11番3号","パティオ麻布十番2　4階","2009/4/22","21港み生環き第10号"
"ｐｉｎｃｅａｕ（パンソー）","106-0046","東京都港区元麻布三丁目11番3号","パティオ麻布十番2・2階","2010/9/27","22港み生環き第99号"
"Ｍｏｒｐｈｏ　Ｂｅａｕｔｙ","106-0046","東京都港区元麻布三丁目11番3号","パティオ麻布十番2　5階","2021/12/9","3港み生環き第183号"
"ＢＥＬＡ","106-0046","東京都港区元麻布三丁目12番1号","アベストコート201","2019/3/18","30港み生環き第215号"
"ｔｈｅ　Ｒ　ｎａｉｌ　ｃｏｍｐａｎｙ（ザ　アール　ネイル　カンパニー）","106-0046","東京都港区元麻布三丁目12番1号","アベストコート 5階","2016/10/21","28港み生環き第126号"
"アプレゲール","106-0046","東京都港区元麻布三丁目12番38号",,"1999/12/1","11港み生環き第118号"
"ビューティサロン　いずみ","106-0032","東京都港区六本木一丁目6番3号","泉ガーデンウイング 地下2階","2002/9/10","14港み生環き第66号"
"パウダーパフ","106-0032","東京都港区六本木一丁目10番16号","ホテルオークラ東京別館 2階","1997/9/4","9港麻総衛環き第23号"
"ビーエヌ諭美容室　六本木店","106-0032","東京都港区六本木二丁目2番11号",,"2005/3/31","16港み生環き第142号"
"ｈ．ＳＨＩＰ（エイチ・シップ）","106-0032","東京都港区六本木二丁目2番15号","深津ビル 1階","2014/1/20","25港み生環き第163号"
"ａｔｅｌｉｅｒ．ｃｏ（アトリエ　シーオー）","106-0032","東京都港区六本木三丁目4番15号","クラックスハイム六本木204号","2017/9/20","29港み生環き第79号"
"カレス　Ｃａｒｅｓｓｅ","106-0032","東京都港区六本木三丁目4番17号","ラミーズ六本木 2階","2001/12/20","13港み生環き第95号"
"ビューティ・　ナカタ","106-0032","東京都港区六本木三丁目5番22号","シャンブル六本木 3階","1969/12/15","第13号"
"Ｈａｙａｔｏ　Ｔｏｋｙｏ（ハヤトトウキョウ）","106-0032","東京都港区六本木三丁目7番1号","206 Hayato Tokyo","2012/1/31","23港み生環き第131号"
"Ａｒｂｒｅ（アーブル）","106-0032","東京都港区六本木三丁目8番12号","302","2008/4/8","20港み生環き第1号"
"Ｍｉｄｎｉｇｈｔ　Ｌｕｓｈ","106-0032","東京都港区六本木三丁目9番11号","メインステージ六本木1001","2020/9/1","2港み生環き第114号"
"Ｕ２","106-0032","東京都港区六本木三丁目9番12号","源氏ビル2階","2020/10/21","2港み生環き第146号"
"花ごよみ","106-0032","東京都港区六本木三丁目10番9号","枻川誠志堂ビル 4階","2014/3/4","25港み生環き第184号"
"Ｈａｉｒ　Ｓｅｔ　Ｓａｌｏｎ　Ｃｌｏｖｅｒ（ヘアセットサロン　クローバー）","106-0032","東京都港区六本木三丁目11番6号","野沢ビル5階","2019/1/25","30港み生環き第173号"
"ＡＮＥＲＡ　ｈａｉｒ　＆　ｍａｋｅ（アネーラ　ヘアアンドメイク）","106-0032","東京都港区六本木三丁目11番6号","野沢ビル 7階","2015/1/28","26港み生環き第177号"
